EMPRESA (SIGLA);EMPRESA (NOME);EMPRESA (NACIONALIDADE);ANO;MÊS;AEROPORTO DE ORIGEM (SIGLA);AEROPORTO DE ORIGEM (NOME);AEROPORTO DE ORIGEM (UF);AEROPORTO DE ORIGEM (REGIÃO);AEROPORTO DE ORIGEM (PAÍS);AEROPORTO DE ORIGEM (CONTINENTE);AEROPORTO DE DESTINO (SIGLA);AEROPORTO DE DESTINO (NOME);AEROPORTO DE DESTINO (UF);AEROPORTO DE DESTINO (REGIÃO);AEROPORTO DE DESTINO (PAÍS);AEROPORTO DE DESTINO (CONTINENTE);NATUREZA;GRUPO DE VOO;PASSAGEIROS PAGOS;PASSAGEIROS GRÁTIS;CARGA PAGA (KG);CARGA GRÁTIS (KG);CORREIO (KG);ASK;RPK;ATK;RTK;COMBUSTÍVEL (LITROS);DISTÂNCIA VOADA (KM);DECOLAGENS;CARGA PAGA KM;CARGA GRATIS KM;CORREIO KM;ASSENTOS;PAYLOAD;HORAS VOADAS;BAGAGEM (KG)
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1110;6;458;0;0;2884750;2655120;315120;224291;65416;16744;7;1095540;0;0;1206;131741;24,9833;10060
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5471;133;4574;16;0;11603600;10560700;1273730;908255;251130;69368;29;10941000;38272;0;4851;532502;100,6;54542
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;0;0;0;0;4733;0;2307;457;1;0;0;0;0;10358;1,01667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;158;0;46;0;0;554712;503704;61534;43197;11038;3188;1;146648;0;0;174;19302;4,11667;1654
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBCZ;CRUZEIRO DO SUL;AC;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;2725;1;0;0;0;26556;1613;11025;2368;4;1613200;592;0;0;44864;4,6;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;9960;2647;1;0;0;0;0;0;3,76667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;0;0;0;2;0;0;0;57878;0;20895;5294;2;0;5294;0;0;21866;7,78333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRB;RIO BRANCO;AC;NORTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;0;0;3917;0;0;0;0;92199;10366;30020;7941;3;10368300;0;0;0;34832;11,35;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRD;RONDONÓPOLIS;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;983;6;981;44;0;1389230;1048860;131043;88599;42673;17072;16;1046730;46948;0;1302;122822;38,6667;8336
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBAR;ARACAJU;SE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5539;81;11182;22;0;2995340;2193440;288107;184295;101024;42372;107;4428070;8712;0;7564;727685;136,983;38923
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBE;BELÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;8297;97;50345;0;0;16456100;14063300;1656170;1281780;392514;97324;58;84478900;0;0;9807;987009;154,4;83824
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBH;BELO HORIZONTE;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;3971;1626;1;0;0;0;0;0;4,86667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11346;133;7229;176;0;21773300;18766300;2040880;1570820;499463;127358;77;11956800;291104;0;13164;1233930;198,767;91558
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;278;11;1;0;0;469536;447024;49424;37605;12973;3216;2;1608;0;0;292;30737;5,1;2536
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17030;372;31807;118;0;31983100;27262000;3165910;2347880;718023;186528;116;51145700;189744;0;19890;1968880;284,1;157218
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2684;17;1119;0;0;5477980;4906900;531779;428903;119328;31863;13;2742670;0;0;2235;216967;46,1833;30402
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;125;3;18148;0;0;493638;354625;88485;81571;22311;5674;2;51485900;0;0;174;31190;8,43333;1230
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBEG;MANAUS;AM;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3539;33;43251;0;0;12179200;10040100;1176960;999186;260868;70925;25;122703000;0;0;4293;414866;99,2333;43526
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFI;FOZ DO IGUAÇU;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;268;14;0;0;0;1430860;760852;146343;65140;32975;8517;3;0;0;0;504;51548;12,55;2845
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;54;3;53;0;0;64782;29646;5681;2571;2759;549;1;29097;0;0;118;10349;1,16667;581
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFN;FERNANDO DE NORONHA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6623;154;41449;1348;0;4858650;3636030;427238;334456;204106;41175;75;22755500;740052;0;8850;778274;89,9;71107
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBFZ;FORTALEZA;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;12409;340;58773;28;0;9194330;7780440;868803;680463;356707;70224;112;36850700;17556;0;14664;1385740;154,35;95901
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGL;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;7919;1859;1;0;0;0;0;0;3,13333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4184;33;8360;0;0;8154700;7602330;842610;663943;180413;47242;26;15190100;0;0;4488;463745;70,55;43253
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;8478;2101;1;0;0;0;0;0;3;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;141;0;10;0;0;365574;296241;36929;27369;8162;2101;1;21010;0;0;174;17577;3,23333;2442
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBGR;GUARULHOS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;21942;383;80717;6;0;50707600;46100100;4979630;4086500;1145200;298342;142;169586000;12606;0;24135;2370160;450,633;218692
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBIZ;IMPERATRIZ;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;995;13;0;0;0;;;;;;;;;;;;;;9003
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJE;CRUZ;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;1494;55;928;0;0;1677020;1248980;146296;100554;65655;14212;17;775808;0;0;2006;175007;26,9333;7314
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJP;SANTA RITA;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6703;162;17508;37;0;986886;730627;100180;62659;57270;14170;130;1908370;4033;0;9054;919682;88,5167;55210
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1024;490;1;0;0;0;0;0;1,43333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBJU;JUAZEIRO DO NORTE;CE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2381;26;6025;1;0;1503320;1166690;131300;99909;68534;12740;26;2952250;490;0;3068;267979;30,0833;19314
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKG;CAMPINA GRANDE;PB;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3050;46;8932;234;0;813956;436150;81185;38671;42442;11583;81;1277280;33462;0;5692;568021;61,95;33015
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2461;47;3820;143;0;6730780;5182870;873405;445814;152995;40014;19;8044920;301158;0;3196;414727;59,7333;23297
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBKP;CAMPINAS;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;25854;874;227006;909;0;62192300;54448500;9977990;5140360;1523800;246402;117;478075000;1914350;0;29531;4737910;369,133;274788
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBMO;RIO LARGO;AL;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7845;168;15158;5;0;1666290;1419940;166329;119841;72468;23892;132;2743600;905;0;9206;919346;108,7;58944
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPA;PORTO ALEGRE;RS;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;4054;162;6353;0;0;15102400;12012000;1424320;1040460;329816;88890;30;18823900;0;0;5097;480708;126,25;40753
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPB;PARNAÍBA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;230;6;381;0;0;852992;218960;70572;18668;31893;7616;8;362712;0;0;896;74134;14,5667;1982
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPJ;PALMAS;TO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;1955;16;4012;133;0;4616460;3939680;419878;338331;108111;26892;18;5993930;198702;0;3090;281049;42,8167;18002
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPL;PETROLINA;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3780;77;8757;41;0;3782060;2400300;347298;201202;154929;31750;50;5560700;26035;0;5956;546963;65,8333;24641
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBPV;PORTO VELHO;RO;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;131;1;95;0;0;554712;417628;44255;36406;11491;3188;1;302860;0;0;174;13882;4,31667;1500
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;1283;0;3;0;0;0;0;32191;1,85;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2129;22;211;0;0;5108240;3970580;421416;332707;115748;29840;16;393515;0;0;2739;225964;44,6333;18514
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;17532;268;29033;0;0;36182900;32697200;3110520;2818250;819701;210745;113;54146500;0;0;19401;1667870;319,833;167222
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBRP;RIBEIRÃO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;743;6;228;0;0;1703150;1485260;161525;127995;38609;9995;5;455772;0;0;852;80805;15,1;8078
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSG;SÃO GONÇALO DO AMARANTE;RN;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7779;190;20691;150;0;2610190;2076990;262587;178147;100604;35511;133;5524500;40050;0;9776;983728;136,983;63339
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSL;SÃO LUÍS;MA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6565;60;25065;8;0;10582000;9089170;992638;791477;259089;67256;56;30103100;9608;0;8811;826535;121,483;57371
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSN;SANTARÉM;PA;NORTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;92;3;0;0;0;;;;;;;;;;;;;;1149
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;4148;74;2230;25;0;9676300;8831090;972653;744217;219407;57483;27;4747670;53225;0;4545;456867;84,95;36238
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSP;SÃO PAULO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;18004;345;17305;68;0;42844000;38330500;4287040;3278280;966616;249093;117;36842300;144772;0;20124;2013670;375,367;172240
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSR;SÃO JOSÉ DO RIO PRETO;SP;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;696;14;0;0;0;1745100;1461600;187337;122810;39733;10500;5;0;0;0;831;89209;15,3167;6282
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2828;649;1;0;0;0;0;0;1,21667;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;69;1;50;0;0;45430;44781;4313;3683;1369;649;1;32450;0;0;70;6647;1,78333;451
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBSV;SALVADOR;BA;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;13433;243;22344;0;0;11520400;8767340;1139800;735706;349408;73986;114;14501300;0;0;17751;1756320;156,217;97748
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBTE;TERESINA;PI;NORDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7721;50;23249;301;0;9090770;7234580;876958;622597;230019;53409;57;21784300;282037;0;9702;935951;94,9;62169
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBUL;UBERLÂNDIA;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;728;5;0;0;0;1592390;1360630;153807;114299;35395;9345;5;0;0;0;852;82295;13,8833;6556
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRF;RECIFE;PE;NORDESTE;BRASIL;AMÉRICA DO SUL;SBVT;VITÓRIA;ES;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;2508;31;2783;645;0;4503820;3681740;389193;310092;151801;38168;26;4085440;946860;0;3068;265125;60,5167;20361
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBBR;BRASÍLIA;DF;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;5701;76;2885;0;0;8126500;6189760;653840;499811;204659;47328;51;2677280;0;0;8757;704594;86,55;27602
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCB;CABO FRIO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;114;11;16;0;0;70112;40880;5650;3324;3517;1008;9;1792;0;0;626;50495;5,65;838
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;IMPRODUTIVO;0;0;0;0;0;0;0;0;0;2284;375;1;0;0;0;0;0;0,983333;0
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;251;2;0;0;0;;;;;;;;;;;;;;1489
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCF;CONFINS;MG;SUDESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;11941;381;8937;115;0;5885250;4477880;432277;370545;309406;49875;133;3351380;43125;0;15694;1152890;133,267;83751
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCT;SÃO JOSÉ DOS PINHAIS;PR;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;7861;115;1689;1;0;6921560;5314040;608565;428091;187383;39884;59;1141760;676;0;10239;900286;79,8667;42053
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBCY;VÁRZEA GRANDE;MT;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3845;35;2865;0;0;6873000;4942240;492024;423272;153896;39500;25;4526700;0;0;4350;311415;60,7833;36336
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;NÃO REGULAR;2906;50;445;0;0;2627550;2199840;222738;178060;68269;15140;20;336865;0;0;3471;294249;28,8;16835
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBFL;FLORIANÓPOLIS;SC;SUL;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;3007;52;267;0;0;3549570;2461760;308633;198132;95740;20439;27;202119;0;0;4689;407719;40,55;15321
AZU;AZUL LINHAS AÉREAS BRASILEIRAS S/A;BRASILEIRA;2021;1;SBRJ;RIO DE JANEIRO;RJ;SUDESTE;BRASIL;AMÉRICA DO SUL;SBGO;GOIÂNIA;GO;CENTRO-OESTE;BRASIL;AMÉRICA DO SUL;DOMÉSTICA;REGULAR;6691;64;2554;2;0;8119230;6309610;679066;521607;202043;47150;50;2408420;1886;0;8610;720139;82,7167;48783
